,smiles,mole_logp,tpsa,mol_wt,hbd,hba,valencee,max_partialcharge,min_partialcharge,rotatablebd,ringct,stereocent,dipole_moment,enthalpy,internal_energy,internal_energy_zero,free_energy,homo,lumo,gap,zero_point_vib_energy
80693,CC(=O)C1(CCN1)C=O,-0.49360000000000004,46.17,127.063328528,1,3,"(50,)",0.15663985513727902,-0.300791603958351,2,1,1,2.5547,-439.074653,-439.075597,-439.084984,-439.119635,-0.2338,-0.0398,0.194,0.145299
65240,OCC1OC2C(C=O)C12,-0.8090000000000002,46.53,128.047344116,1,3,"(50,)",0.12565904880205417,-0.39366429056408175,2,2,4,3.0658,-458.9027,-458.903645,-458.912091,-458.945922,-0.2428,-0.03,0.2128,0.134646
127043,COCC1(NC1C)C#N,-0.11311999999999989,54.96,126.07931294,1,3,"(50,)",0.14523957715157762,-0.38158383687584885,2,1,2,3.8698,-419.172058,-419.173003,-419.183081,-419.218635,-0.2673,0.0195,0.2867,0.157532
78122,CC1CC2(CC2)C1=NO,1.6365999999999998,32.59,125.084063972,1,2,"(50,)",0.06604743529386418,-0.41088028029894763,0,2,1,0.7992,-403.078604,-403.079549,-403.088851,-403.123052,-0.2286,0.0061,0.2347,0.169495
90422,CN=C1NC(CO1)C#N,-0.5158200000000002,57.410000000000004,125.058911844,1,3,"(48,)",0.2850902121494906,-0.46194396582377645,0,1,1,3.324,-434.078836,-434.07978,-434.08842,-434.122613,-0.2408,0.0042,0.245,0.125341
113092,CC1=NOC2=C1OC=C2,1.72922,39.17,123.0320284,0,3,"(46,)",0.20498946420853195,-0.4587536429188686,0,2,0,2.8625,-436.674788,-436.675732,-436.682543,-436.71384,-0.2327,-0.0258,0.2069,0.102523
105928,CC1CC2CCCOC12,1.8214,9.23,126.104465068,0,1,"(52,)",0.06285038476828547,-0.3776559414862916,0,2,3,1.2271,-388.287974,-388.288918,-388.297226,-388.329739,-0.2373,0.0828,0.3201,0.208271
125625,CC1C(C)C1C(C)=NO,1.7385,32.59,127.099714036,1,2,"(52,)",0.057586130911787076,-0.41090501695776777,1,1,2,0.4815,-404.293397,-404.294341,-404.305202,-404.341953,-0.225,0.0098,0.2348,0.191416
27685,OC1CC11CC(O1)C=O,-0.5224000000000002,46.53,128.047344116,1,3,"(50,)",0.14840244446223003,-0.3900009072086711,1,2,3,2.5942,-458.912425,-458.913369,-458.922257,-458.956944,-0.2356,-0.0315,0.2041,0.132896
32571,OC1C2C3C1=CCC23O,-0.33190000000000003,40.46,124.052429496,2,2,"(48,)",0.08164226365775214,-0.38849415885903194,0,3,4,2.2425,-421.7069,-421.707844,-421.715302,-421.746603,-0.222,-0.0382,0.1839,0.135182
103606,CC(C)C1C2CC(C)C12,2.5444000000000004,0.0,124.12520051199999,0,0,"(52,)",-0.03233824410954761,-0.062487817599077365,1,2,4,0.2701,-352.324794,-352.325738,-352.335703,-352.370165,-0.2447,0.0813,0.326,0.228524
64850,C1OC11CN2C=CN=C12,0.12219999999999998,30.35,122.048012812,0,3,"(46,)",0.16664783715024273,-0.35912886811410694,0,3,1,3.8676,-416.769234,-416.770178,-416.776987,-416.808496,-0.2249,0.0191,0.2439,0.114572
36205,CC(C=O)N1C=NN=N1,-0.5670000000000002,60.67,126.05416081199999,0,5,"(48,)",0.14389741871527414,-0.30099143723057487,2,1,1,3.6627,-450.102365,-450.10331,-450.111603,-450.146096,-0.2845,-0.062,0.2224,0.111813
19486,NC(=O)CC1CN1,-1.1664000000000005,65.03,100.063662876,2,2,"(40,)",0.21853418275994382,-0.36962744406936104,2,1,1,2.5886,-341.832901,-341.833846,-341.84119,-341.873047,-0.2423,0.0312,0.2735,0.125986
68865,CC1=NON=C(C)C1=N,0.16590999999999995,62.77,125.058911844,1,4,"(48,)",0.10671651574578056,-0.2969182077202925,0,1,0,2.6121,-434.006515,-434.007459,-434.015757,-434.048563,-0.2564,-0.0701,0.1863,0.123029
39125,CC12NC1C1OCC21C,0.13559999999999972,31.17,125.084063972,1,2,"(50,)",0.08398769288862101,-0.3750402114851541,0,3,4,3.2885,-403.0678,-403.068744,-403.076976,-403.109077,-0.223,0.067,0.2899,0.170588
59337,CCC(CC)OC1CC1,2.354,9.23,128.120115132,0,1,"(54,)",0.05803980647617476,-0.375012658057937,4,1,0,0.9071,-389.464133,-389.465077,-389.476237,-389.514079,-0.2269,0.084,0.3109,0.226258
109388,CC1C(CO)C1OC=N,0.23686999999999991,53.31,129.078978592,2,3,"(52,)",0.16655211481706383,-0.47987528170339405,3,1,3,2.6577,-440.246405,-440.24735,-440.257396,-440.293062,-0.2575,0.0075,0.265,0.169525
29588,O=CC1=NNN=C1C#C,-0.40149999999999997,58.64,121.027611716,1,3,"(44,)",0.1728090145122139,-0.2959687613297642,1,1,0,2.8793,-431.634313,-431.635257,-431.642723,-431.675105,-0.2631,-0.0707,0.1924,0.07807
46923,O=CC1NCC2CC1O2,-0.6854000000000002,38.33,127.063328528,1,3,"(50,)",0.13906277221826302,-0.37137375321159155,1,3,3,4.3033,-439.055484,-439.056428,-439.064101,-439.096815,-0.221,-0.0219,0.1991,0.149025
8511,[NH3+]C1COC1CC([O-])=O,-2.8642999999999983,77.0,131.058243148,1,3,"(52,)",0.13485723223378243,-0.550063395008058,2,1,2,4.8516,-476.155068,-476.156012,-476.167809,-476.208724,-0.1536,0.0274,0.1809,0.14219
7388,N=C1CC2C(O1)C2C#C,0.6317699999999999,33.08,121.052763844,1,2,"(46,)",0.18072722180769396,-0.47623229527482264,0,2,3,2.856,-400.709071,-400.710015,-400.717668,-400.749994,-0.245,0.0185,0.2635,0.124477
130845,CC1(C)CCC(O)CO1,0.9362999999999999,29.46,130.099379688,1,2,"(54,)",0.07745873147729675,-0.39072652769731775,0,1,1,0.2736,-425.43397,-425.434914,-425.444415,-425.477775,-0.2395,0.0709,0.3104,0.205459
51064,CCOC=NC1CCC1,1.6037,21.59,127.099714036,0,2,"(52,)",0.16913681439245573,-0.48377523724214183,3,1,0,2.764,-404.325894,-404.326838,-404.336896,-404.373562,-0.2392,0.026,0.2653,0.193081
131324,CC(C)(C)C,2.0524,0.0,72.093900384,0,0,"(32,)",-0.04110154814903501,-0.060438148494705184,0,0,0,0.0003,-197.624297,-197.625241,-197.632222,-197.661411,-0.3145,0.0737,0.3882,0.158836
25708,CC1=C2CN3CC(C1)C23,1.0206,3.24,121.08914935199999,0,1,"(48,)",0.036926574473420584,-0.2919181593169226,0,3,2,1.4582,-365.938166,-365.93911,-365.946393,-365.977685,-0.1999,0.0022,0.2021,0.173
36869,CC1CCOC1C(N)=O,-0.10330000000000006,52.32,129.078978592,1,2,"(52,)",0.24633420999739825,-0.3681053586464578,1,1,2,3.1619,-440.323313,-440.324257,-440.333293,-440.36761,-0.2329,0.0301,0.263,0.17204
37123,CCN1C(C)C1CO,0.07129999999999997,23.240000000000002,115.099714036,1,2,"(48,)",0.060164415594797925,-0.3946839136317989,2,1,3,2.6531,-366.215681,-366.216625,-366.226287,-366.260472,-0.2132,0.0666,0.2798,0.187093
101750,CC(O)C1=NNN=C1,-0.14200000000000013,61.800000000000004,113.058911844,2,3,"(44,)",0.1106309849154397,-0.3869636691690201,1,1,1,1.4133,-395.975532,-395.976476,-395.984097,-396.017358,-0.262,-0.0113,0.2507,0.120366
65042,CC1(O)CC2COC2C1,0.5462,29.46,128.083729624,1,2,"(52,)",0.0653277266163445,-0.3900665607782431,0,2,3,0.3379,-424.216377,-424.217321,-424.22563,-424.257902,-0.243,0.0768,0.3198,0.18329
121965,N#CC1C=CCNC=N1,0.06627999999999995,48.18,121.06399722399999,1,3,"(46,)",0.15596444295571268,-0.3729068964458027,0,1,1,4.9641,-396.925161,-396.926105,-396.93414,-396.966902,-0.2359,-0.0189,0.217,0.1268
72351,C1N2C3C4C5CC13C2C45,0.3187,3.24,119.073499288,0,1,"(46,)",0.021703518233983452,-0.29484148935439486,0,8,4,1.9576,-364.71403,-364.714974,-364.720374,-364.74965,-0.2122,0.0881,0.3003,0.152222
